"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"7280143","9781399605199","Fiction","",0,,,0,0,,,,,0,1,"","","The Whispering Dark",,"en","","Kelly Andrew","","","","","","Gollancz for Illumicrate",394,"2022-10-18","hardcover",,,,,,,,,,,,,,"The Raven Boys meets Ninth House in the most exciting debut of 2022 -- a dark, atmospheric fantasy about a Deaf college student with a peculiar connection to the afterlife.

Delaney Meyers-Petrov is tired of being seen as fragile just because she's Deaf. So when she's accepted into a prestigious program at Godbole University that trains students to slip between parallel worlds, she's excited for the chance to prove herself. But her semester gets off to a rocky start as she faces professors who won't accommodate her disability, and a pretentious upperclassman fascinated by Delaney's unusual talents.

Colton Price died when he was nine years old. Quite impossibly, he woke several weeks later at the feet of a green-eyed little girl. Now, twelve years later, Delaney Meyers-Petrov has stumbled back into his orbit, but Colton's been ordered to keep far away from the new girl... and the voices she hears calling to her from the shadows.

Delaney wants to keep her distance from Colton -- she seems to be the only person on campus who finds him more arrogant than charming -- yet after a Godbole student turns up dead, she and Colton are forced to form a tenuous alliance, plummeting down a rabbit-hole of deeply buried university secrets. But Delaney and Colton discover the cost of opening the doors between worlds when they find themselves up against something old and nameless, an enemy they need to destroy before it tears them -- and their forbidden partnership -- apart.","2023-04-01"
"302022","9780553255850","Fiction","",0,,,256,1,,,,,0,1,"","","WHERE THE RED FERN/","The Story of Two Dogs and a Boy",,"NON-CLASSIFIABLE","Wilson Rawls","","","","","","Bantam",256,"1984-07-01","paperback",,,,,,,,,,,,,,"A young boy living in the Ozarks achieves his heart's desire when he becomes the owner of two redbone hounds and teaches them to be champion hunters.
--worldcat","2023-12-02"
"12485484","9781665965583","Fiction","",0,,,0,0,,,,,0,1,"","","Where the Dark Stands Still",,"en","","A.B. Poranek","","","","","","Margaret K. McElderry Books",368,"2024-02-01","hardcover",,,,,,,,,,,,,,"Raised in a small village near the spirit-wood, Liska Radost knows that Magic is monstrous, and its practitioners, monsters.
After a deadly mistake, Liska delves into the dangerous spirit-wood, guarded by a demon to steal a mythical fern flower. Pluck it, and she can use its one wish to banish her own power.
Everyone who has sought the fern flower has fallen prey to the horrors of the Czantory, so when Liska is caught by the demon warden of the wood - The Leszy - a bargain seems better than death: one year of servitude in exchange for the fern flower and its wish.
Whisked away to his crumbling manor, Liska soon makes an unsettling discovery. She is not the first person to strike this bargain. And If Liska wants to survive the year and return home, she must unravel her taciturn host’s spool of secrets and face the ghosts—figurative and literal—of his past.
Something wakes in the woods, killing off villagers one by one. Something that Frightens even The Leszy … something that cannot be defeated unless Liska embraces the monster she’s always feared becoming.","2024-03-17"
"1908348","9780735219106","Fiction","",0,,,0,0,,,,,0,1,"","","Where the Crawdads Sing",,"en","Literary,Women's Fiction,Coming Of Age","Delia Owens","","","","","","G.P. Putnam's Sons",400,"2021-03-30","paperback",,,,,,,,,,,,,,"#1NEW YORK TIMES BESTSELLING PHENOMENON
More than 10 million copies sold worldwide
A Reese’s Book Club Pick
A Business Insider Defining Book of the Decade

""I can't even express how much I love this book! I didn't want this story to end!""--Reese Witherspoon

""Painfully beautiful.""--The New York Times Book Review

For years, rumors of the ""Marsh Girl"" have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life--until the unthinkable happens.

Where the Crawdads Singis at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder. Owens reminds us that we are forever shaped by the children we once were, and that we are all subject to the beautiful and violent secrets that nature keeps.","2023-12-29"
"12837821","9780008710224","Fiction","",0,,,0,0,,,,,0,1,"","","When the Moon Hatched",,"en","Fantasy Romance,Paranormal Romance,Epic Fantasy","Sarah A. Parker","","","","","","HarperVoyager",576,"2024-06-13","hardcover",,,,,,,,,,,,,,,"2024-10-02"
"12827305","9780008714468","Fiction","",0,,,0,0,,,,,0,1,"","","When the Moon Hatched",,,"","Sarah A. Parker","","","","","","HarperVoyager",576,"2024-06-13","hardcover",,,,,,,,,,,,,,,"2024-06-27"
"12120120","9781250855480","Fiction","",0,,,0,0,,,,,0,1,"","","When Among Crows",,"en","Fiction","Veronica Roth","","","","","","Tor Books",176,"2024-05-14","hardcover",,,,,,,,,,,,,,"Step into a city where monsters feast on human emotions, knights split their souls to make their weapons, and witches always take more than they give. 

Pain is Dymitr’s calling. To slay the monsters he’s been raised to kill, he had to split his soul in half to make a sword from his own spine. Every time he draws it, he gets blood on his hands. 

Pain is Ala’s inheritance. When her mother died, a family curse to witness horrors committed by the Holy Order was passed onto her. The curse will claim her life, as it did her mother’s, unless she can find a cure. 

One fateful night in Chicago, Dymitr comes to Ala with a bargain: her help in finding the legendary witch Baba Jaga in exchange for an enchanted flower that just might cure her. Desperate, and unaware of what Dymitr really is, Ala agrees. 

But they only have one day before the flower dies . . . and Ala's hopes of breaking the curse along with it.","2024-05-27"
"11419657","9781399728126","Fiction","",0,,,0,0,,,,,0,1,"","","What the River Knows (Secrets of the Nile, #1)",,,"","Isabel Ibañez","","","","","","Hodderscape",404,"2023-12-15","hardcover","Secrets of the Nile",1,,,,,,,,,,,,"The Mummy meets Death on the Nile in this lush, immersive historical fantasy set in Egypt filled with adventure, a rivals-to-lovers romance, and a dangerous race.

Bolivian-Argentinian Inez Olivera belongs to the glittering upper society of nineteenth century Buenos Aires, and like the rest of the world, the town is steeped in old world magic that’s been largely left behind or forgotten. Inez has everything a girl might want, except for the one thing she yearns the most: her globetrotting parents—who frequently leave her behind.

When she receives word of their tragic deaths, Inez inherits their massive fortune and a mysterious guardian, an archeologist in partnership with his Egyptian brother-in-law. Yearning for answers, Inez sails to Cairo, bringing her sketch pads and an ancient golden ring her father sent to her for safekeeping before he died. But upon her arrival, the old world magic tethered to the ring pulls her down a path where she soon discovers there’s more to her parent’s disappearance than what her guardian led her to believe.

With her guardian’s infuriatingly handsome assistant thwarting her at every turn, Inez must rely on ancient magic to uncover the truth about her parent’s disappearance—or risk becoming a pawn in a larger game that will kill her.","2023-12-29"
"10208332","9781250830814","Fiction","",0,,,0,0,,,,,0,1,"","","What Moves the Dead",,"en","Fiction","T. Kingfisher","","","","","","Tor Nightfire",,"2023-12-26",,,,,,,,,,,,,,,"An Instant USA Today & Indie Bestseller A Barnes & Noble Book of the Year Finalist A Goodreads Best Horror Choice Award Nominee A gripping and atmospheric reimagining of Edgar Allan Poe’s “The Fall of the House of Usher” from Hugo, Locus, & Nebula award-winning author T. Kingfisher When Alex Easton, a retired soldier, receives word that their childhood friend Madeline Usher is dying, they race to the ancestral home of the Ushers in the remote countryside of Ruritania. What they find there is a nightmare of fungal growths and possessed wildlife, surrounding a dark, pulsing lake. Madeline sleepwalks and speaks in strange voices at night, and her brother Roderick is consumed with a mysterious malady of the nerves. Aided by a redoubtable British mycologist and a baffled American doctor, Alex must unravel the secret of the House of Usher before it consumes them all.","2023-12-30"
"1562734","9781402766831","Non-Fiction","",0,,,298,1,,,,,0,1,"","","Weird California: Your Travel Guide to California's Local Legends and Best Kept Secrets","Your Travel Guide to California's Local Legends and Best Kept Secrets","en","History Of The Americas,Tips & Advice,Guidebooks","Greg Bishop,Joe Oesterle,Mike Marinacci","","","","","","Sterling",298,"2009-05-05","paperback",,,,,,,,,,,,,,"Part of the Weird US series, this title talks about the strange things to see in California, from the Pitch Monster of La Brea to the ghost of Elvis (yes, he really is dead), and from the biggest pineapple in the world to the smallest museum in America.","2023-12-18"
"690438","9781439147993","Fiction","",0,,,0,0,,,,,0,1,"","","Web of Lies (Elemental Assassin, #2)",,"en","Contemporary Fiction,Fantasy,Romance","Jennifer Estep","","","","","","Pocket Books",400,"2010-05-25","paperback","Elemental Assassin",2,,,,,,,,,,,,"Curiosity is definitely going to get me dead one of these days. Probably real soon.

I'm Gin Blanco.

You might know me as the Spider, the most feared assassin in the South. I’m retired now, but trouble still has a way of finding me. Like the other day when two punks tried to rob my popular barbecue joint, the Pork Pit. Then there was the barrage of gunfire on the restaurant. Only, for once, those kill shots weren’t aimed at me. They were meant for Violet Fox. Ever since I agreed to help Violet and her grandfather protect their property from an evil coalmining tycoon, I’m beginning to wonder if I’m really retired. So is Detective Donovan Caine. The only honest cop in Ashland is having a real hard time reconciling his attraction to me with his Boy Scout mentality. And I can barely keep my hands off his sexy body. What can I say? I’m a Stone elemental with a little Ice magic thrown in, but my heart isn’t made of solid rock. Luckily, Gin Blanco always gets her man . . . dead or alive.","2023-12-02"
